  0.0000000e+000, -4.8941906e+001,
  3.1250000e+001, -4.7395599e+001,
  6.2500000e+001, -4.7154541e+001,
  9.3750000e+001, -4.7178059e+001,
  1.2500000e+002, -4.7066349e+001,
  1.5625000e+002, -4.6842926e+001,
  1.8750000e+002, -4.6819408e+001,
  2.1875000e+002, -4.6619507e+001,
  2.5000000e+002, -4.6525436e+001,
  2.8125000e+002, -4.6231461e+001,
  3.1250000e+002, -4.5961002e+001,
  3.4375000e+002, -4.5667030e+001,
  3.7500000e+002, -4.5384815e+001,
  4.0625000e+002, -4.5096718e+001,
  4.3750000e+002, -4.4679276e+001,
  4.6875000e+002, -4.4367661e+001,
  5.0000000e+002, -4.3956097e+001,
  5.3125000e+002, -4.3503376e+001,
  5.6250000e+002, -4.2980103e+001,
  5.9375000e+002, -4.2456825e+001,
  6.2500000e+002, -4.1868877e+001,
  6.5625000e+002, -4.1210373e+001,
  6.8750000e+002, -4.0504837e+001,
  7.1875000e+002, -3.9728745e+001,
  7.5000000e+002, -3.8829178e+001,
  7.8125000e+002, -3.7841423e+001,
  8.1250000e+002, -3.6694923e+001,
  8.4375000e+002, -3.5383797e+001,
  8.7500000e+002, -3.3813972e+001,
  9.0625000e+002, -3.1885498e+001,
  9.3750000e+002, -2.9380836e+001,
  9.6875000e+002, -2.5817863e+001,
  1.0000000e+003, -1.9626762e+001,
  1.0312500e+003,  7.9421768e+000,
  1.0625000e+003, -2.0344055e+001,
  1.0937500e+003, -2.6205910e+001,
  1.1250000e+003, -2.9668930e+001,
  1.1562500e+003, -3.2150078e+001,
  1.1875000e+003, -3.4060913e+001,
  1.2187500e+003, -3.5648376e+001,
  1.2500000e+003, -3.6977142e+001,
  1.2812500e+003, -3.8147156e+001,
  1.3125000e+003, -3.9129036e+001,
  1.3437500e+003, -4.0046234e+001,
  1.3750000e+003, -4.0863483e+001,
  1.4062500e+003, -4.1616058e+001,
  1.4375000e+003, -4.2303959e+001,
  1.4687500e+003, -4.2897789e+001,
  1.5000000e+003, -4.3515137e+001,
  1.5312500e+003, -4.4061928e+001,
  1.5625000e+003, -4.4567566e+001,
  1.5937500e+003, -4.5073200e+001,
  1.6250000e+003, -4.5490643e+001,
  1.6562500e+003, -4.5961002e+001,
  1.6875000e+003, -4.6372570e+001,
  1.7187500e+003, -4.6784134e+001,
  1.7500000e+003, -4.7119263e+001,
  1.7812500e+003, -4.7507309e+001,
  1.8125000e+003, -4.7842442e+001,
  1.8437500e+003, -4.8112896e+001,
  1.8750000e+003, -4.8448029e+001,
  1.9062500e+003, -4.8812557e+001,
  1.9375000e+003, -4.9065376e+001,
  1.9687500e+003, -4.9329952e+001,
  2.0000000e+003, -4.9576893e+001,
  2.0312500e+003, -4.9912022e+001,
  2.0625000e+003, -4.9253521e+001,
  2.0937500e+003, -5.0247154e+001,
  2.1250000e+003, -5.0558765e+001,
  2.1562500e+003, -5.0817463e+001,
  2.1875000e+003, -5.0999729e+001,
  2.2187500e+003, -5.1199631e+001,
  2.2500000e+003, -5.1423054e+001,
  2.2812500e+003, -5.1640594e+001,
  2.3125000e+003, -5.1834618e+001,
  2.3437500e+003, -5.1934566e+001,
  2.3750000e+003, -5.2157990e+001,
  2.4062500e+003, -5.2416687e+001,
  2.4375000e+003, -5.2651867e+001,
  2.4687500e+003, -5.2734180e+001,
  2.5000000e+003, -5.2922321e+001,
  2.5312500e+003, -5.3128105e+001,
  2.5625000e+003, -5.3186901e+001,
  2.5937500e+003, -5.3328007e+001,
  2.6250000e+003, -5.3498512e+001,
  2.6562500e+003, -5.3757210e+001,
  2.6875000e+003, -5.3886559e+001,
  2.7187500e+003, -5.3957111e+001,
  2.7500000e+003, -5.4109982e+001,
  2.7812500e+003, -5.4180534e+001,
  2.8125000e+003, -5.4356918e+001,
  2.8437500e+003, -5.4515663e+001,
  2.8750000e+003, -5.4603855e+001,
  2.9062500e+003, -5.4727325e+001,
  2.9375000e+003, -5.4909592e+001,
  2.9687500e+003, -5.5033058e+001,
  3.0000000e+003, -5.5144772e+001,
  3.0312500e+003, -5.5215324e+001,
  3.0625000e+003, -5.5344673e+001,
  3.0937500e+003, -5.5703323e+001,
  3.1250000e+003, -5.5579853e+001,
  3.1562500e+003, -5.5732719e+001,
  3.1875000e+003, -5.5785633e+001,
  3.2187500e+003, -5.5938503e+001,
  3.2500000e+003, -5.6067852e+001,
  3.2812500e+003, -5.6103127e+001,
  3.3125000e+003, -5.6197201e+001,
  3.3437500e+003, -5.6297150e+001,
  3.3750000e+003, -5.6432381e+001,
  3.4062500e+003, -5.6526451e+001,
  3.4375000e+003, -5.6585247e+001,
  3.4687500e+003, -5.6691078e+001,
  3.5000000e+003, -5.6743992e+001,
  3.5312500e+003, -5.6867462e+001,
  3.5625000e+003, -5.6985050e+001,
  3.5937500e+003, -5.7037968e+001,
  3.6250000e+003, -5.7102642e+001,
  3.6562500e+003, -5.7220230e+001,
  3.6875000e+003, -5.7343700e+001,
  3.7187500e+003, -5.7314304e+001,
  3.7500000e+003, -5.7431892e+001,
  3.7812500e+003, -5.7502445e+001,
  3.8125000e+003, -5.7573002e+001,
  3.8437500e+003, -5.7661194e+001,
  3.8750000e+003, -5.7778782e+001,
  3.9062500e+003, -5.7778782e+001,
  3.9375000e+003, -5.7919891e+001,
  3.9687500e+003, -5.7914013e+001,
  4.0000000e+003, -5.8008083e+001,
  4.0312500e+003, -5.8049240e+001,
