-0.0125	-2.48
-0.01249	-2.56
-0.01248	-2.56
-0.01247	-2.56
-0.01246	-2.56
-0.01245	-2.56
-0.01244	-2.56
-0.01243	-2.56
-0.01242	-2.56
-0.01241	-2.56
-0.0124	-2.64
-0.01239	-2.56
-0.01238	-2.64
-0.01237	-2.48
-0.01236	-2.56
-0.01235	-2.56
-0.01234	-2.56
-0.01233	-2.56
-0.01232	-2.56
-0.01231	-2.56
-0.0123	-2.64
-0.01229	-2.56
-0.01228	-2.56
-0.01227	-2.56
-0.01226	-2.56
-0.01225	-2.56
-0.01224	-2.56
-0.01223	-2.56
-0.01222	-2.56
-0.01221	-2.56
-0.0122	-2.64
-0.01219	-2.56
-0.01218	-2.64
-0.01217	-2.56
-0.01216	-2.64
-0.01215	-2.56
-0.01214	-2.64
-0.01213	-2.64
-0.01212	-2.64
-0.01211	-2.56
-0.0121	-2.56
-0.01209	-2.56
-0.01208	-2.64
-0.01207	-2.56
-0.01206	-2.64
-0.01205	-2.56
-0.01204	-2.56
-0.01203	-2.64
-0.01202	-2.56
-0.01201	-2.64
-0.012	2.4
-0.01199	2.4
-0.01198	2.4
-0.01197	2.48
-0.01196	2.48
-0.01195	2.48
-0.01194	2.48
-0.01193	2.48
-0.01192	2.48
-0.01191	2.48
-0.0119	2.48
-0.01189	2.48
-0.01188	2.48
-0.01187	2.48
-0.01186	2.48
-0.01185	2.48
-0.01184	2.48
-0.01183	2.48
-0.01182	2.48
-0.01181	2.48
-0.0118	2.48
-0.01179	2.56
-0.01178	2.48
-0.01177	2.56
-0.01176	2.48
-0.01175	2.56
-0.01174	2.48
-0.01173	2.48
-0.01172	2.48
-0.01171	2.48
-0.0117	2.48
-0.01169	2.48
-0.01168	2.48
-0.01167	2.48
-0.01166	2.48
-0.01165	2.48
-0.01164	2.48
-0.01163	2.48
-0.01162	2.56
-0.01161	2.48
-0.0116	2.48
-0.01159	2.48
-0.01158	2.48
-0.01157	2.56
-0.01156	2.48
-0.01155	2.48
-0.01154	2.48
-0.01153	2.48
-0.01152	2.48
-0.01151	2.48
-0.0115	-2.48
-0.01149	-2.48
-0.01148	-2.56
-0.01147	-2.56
-0.01146	-2.64
-0.01145	-2.56
-0.01144	-2.56
-0.01143	-2.56
-0.01142	-2.56
-0.01141	-2.56
-0.0114	-2.56
-0.01139	-2.56
-0.01138	-2.64
-0.01137	-2.56
-0.01136	-2.56
-0.01135	-2.56
-0.01134	-2.56
-0.01133	-2.56
-0.01132	-2.56
-0.01131	-2.56
-0.0113	-2.64
-0.01129	-2.56
-0.01128	-2.64
-0.01127	-2.64
-0.01126	-2.56
-0.01125	-2.56
-0.01124	-2.56
-0.01123	-2.56
-0.01122	-2.64
-0.01121	-2.64
-0.0112	-2.56
-0.01119	-2.56
-0.01118	-2.56
-0.01117	-2.56
-0.01116	-2.64
-0.01115	-2.56
-0.01114	-2.56
-0.01113	-2.56
-0.01112	-2.64
-0.01111	-2.56
-0.0111	-2.56
-0.01109	-2.64
-0.01108	-2.56
-0.01107	-2.56
-0.01106	-2.64
-0.01105	-2.64
-0.01104	-2.56
-0.01103	-2.64
-0.01102	-2.56
-0.01101	-2.56
-0.011	2.4
-0.01099	2.4
-0.01098	2.48
