0,-51.7485
493.21338,-16.1485
986.42677,-8.9485
1479.64015,-13.7485
1972.85354,-44.5485
2466.06692,-56.5485
2959.2803,-67.7485
3452.49369,-64.9485
3945.70707,-69.7485
4438.92045,-71.3485
4932.13384,-74.9485
5425.34722,-74.9485
5918.56061,-69.7485
6411.77399,-71.7485
6904.98737,-74.9485
7398.20076,-74.9485
7891.41414,-74.9485
8384.62753,-74.9485
8877.84091,-74.9485
9371.05429,-74.9485
9864.26767,-74.9485
10357.48105,-74.9485
10850.69443,-74.9485
11343.90781,-74.9485
11837.12119,-74.9485
12330.33457,-74.9485
12823.54795,-74.9485
13316.76133,-74.9485
13809.97471,-74.9485
14303.18809,-73.7485
14796.40147,-74.9485
15289.61485,-74.9485
15782.82823,-74.9485
16276.04161,-71.7485
16769.25499,-70.9485
17262.46837,-73.7485
17755.68175,-74.9485
18248.89513,-74.9485
18742.10851,-74.9485
19235.32189,-74.9485
19728.53527,-74.9485
20221.74865,-74.9485
20714.96203,-74.9485
21208.17541,-70.9485
21701.38879,-70.9485
22194.60217,-71.7485
22687.81555,-70.9485
23181.02893,-74.9485
23674.24231,-74.9485
24167.45569,-74.9485
24660.66907,-74.9485
25153.88245,-74.9485
25647.09583,-73.7485
26140.30921,-73.7485
26633.52259,-74.9485
27126.73597,-74.9485
27619.94935,-74.9485
28113.16273,-74.9485
28606.37611,-74.9485
29099.58949,-74.9485
29592.80287,-74.9485
30086.01625,-74.9485
30579.22963,-74.9485
31072.44301,-74.9485
31565.65639,-74.9485
32058.86977,-73.7485
32552.08315,-74.9485
33045.29653,-74.9485
33538.50991,-74.9485
34031.72329,-74.9485
34524.93667,-74.9485
35018.15005,-74.9485
35511.36343,-74.9485
36004.57681,-74.9485
36497.79019,-74.9485
36991.00357,-74.9485
37484.21695,-74.9485
37977.43033,-74.9485
38470.64371,-74.9485
38963.85709,-74.9485
39457.07047,-74.9485
39950.28385,-74.9485
40443.49723,-74.9485
40936.71061,-74.9485
41429.92399,-74.9485
41923.13737,-74.9485
42416.35075,-74.9485
42909.56413,-74.9485
43402.77751,-74.9485
43895.99089,-74.9485
44389.20427,-73.7485
44882.41765,-74.9485
45375.63103,-70.9485
45868.84441,-67.7485
46362.05779,-69.7485
46855.27117,-74.9485
47348.48455,-74.9485
47841.69793,-74.9485
48334.91131,-74.9485
48828.12469,-74.9485
49321.33807,-73.7485
49814.55145,-74.9485
50307.76483,-74.9485
50800.97821,-74.9485
51294.19159,-74.9485
51787.40497,-74.9485
52280.61835,-74.9485
52773.83173,-74.9485
53267.04511,-74.9485
53760.25849,-74.9485
54253.47187,-74.9485
54746.68525,-74.9485
55239.89863,-74.9485
55733.11201,-74.9485
56226.32539,-74.9485
56719.53877,-74.9485
57212.75215,-74.9485
57705.96553,-71.7485
58199.17891,-74.9485
58692.39229,-74.9485
59185.60567,-74.9485
59678.81905,-73.7485
60172.03243,-74.9485
60665.24581,-74.9485
61158.45919,-74.9485
61651.67257,-74.9485
62144.88595,-74.9485
62638.09933,-74.9485
63131.31271,-74.9485
63624.52609,-74.9485
64117.73947,-71.3485
64610.95285,-74.9485
65104.16623,-74.9485
65597.37961,-74.9485
66090.59299,-74.9485
66583.80637,-74.9485
67077.01975,-73.7485
67570.23313,-74.9485
68063.44651,-74.9485
68556.65989,-74.9485
69049.87327,-74.9485
69543.08665,-71.7485
70036.30003,-71.7485
70529.51341,-74.9485
71022.72679,-74.9485
71515.94017,-74.9485
72009.15355,-74.9485
72502.36693,-74.9485
72995.58031,-74.9485
73488.79369,-74.9485
73982.00707,-74.9485
74475.22045,-74.9485
74968.43383,-74.9485
75461.64721,-74.9485
75954.86059,-74.9485
76448.07397,-74.9485
76941.28735,-74.9485
77434.50073,-74.9485
77927.71411,-74.9485
78420.92749,-74.9485
78914.14087,-73.7485
79407.35425,-74.9485
79900.56763,-74.9485
80393.78101,-74.9485
80886.99439,-74.9485
81380.20777,-74.9485
81873.42115,-74.9485
82366.63453,-74.9485
82859.84791,-74.9485
83353.06129,-74.9485
83846.27467,-74.9485
84339.48805,-74.9485
84832.70143,-74.9485
85325.91481,-74.9485
85819.12819,-74.9485
86312.34157,-74.9485
86805.55495,-74.9485
87298.76833,-74.9485
87791.98171,-74.9485
88285.19509,-71.3485
88778.40847,-73.7485
89271.62185,-74.9485
89764.83523,-74.9485
90258.04861,-74.9485
90751.26199,-74.9485
91244.47537,-74.9485
91737.68875,-74.9485
92230.90213,-74.9485
92724.11551,-70.9485
93217.32889,-74.9485
93710.54227,-74.9485
94203.75565,-74.9485
94696.96903,-74.9485
95190.18241,-74.9485
95683.39579,-74.9485
96176.60917,-74.9485
96669.82255,-74.9485
97163.03593,-74.9485
97656.24931,-74.9485
98149.46269,-74.9485
98642.67607,-73.7485
99135.88945,-71.3485
99629.10283,-74.9485
100122.3162,-74.9485
100615.5296,-74.9485
101108.743,-74.9485
101601.9564,-74.9485
102095.1697,-71.7485
102588.3831,-73.7485
103081.5965,-74.9485
103574.8099,-74.9485
104068.0233,-73.7485
104561.2366,-74.9485
105054.45,-74.9485
105547.6634,-74.9485
106040.8768,-74.9485
106534.0902,-74.9485
107027.3035,-74.9485
107520.5169,-74.9485
108013.7303,-74.9485
108506.9437,-74.9485
109000.1571,-74.9485
109493.3704,-74.9485
109986.5838,-70.9485
110479.7972,-71.3485
110973.0106,-73.7485
111466.224,-73.7485
111959.4373,-74.9485
112452.6507,-74.9485
112945.8641,-74.9485
113439.0775,-74.9485
113932.2909,-74.9485
114425.5042,-74.9485
114918.7176,-73.7485
115411.931,-74.9485
115905.1444,-74.9485
116398.3578,-74.9485
116891.5711,-74.9485
117384.7845,-74.9485
117877.9979,-74.9485
118371.2113,-74.9485
118864.4247,-74.9485
119357.638,-74.9485
119850.8514,-74.9485
120344.0648,-74.9485
120837.2782,-74.9485
121330.4916,-74.9485
121823.7049,-73.7485
122316.9183,-74.9485
122810.1317,-74.9485
123303.3451,-74.9485
123796.5585,-74.9485
124289.7718,-74.9485
124782.9852,-73.7485
125276.1986,-74.9485
125769.412,-74.9485
126262.6254,-74.9485
126755.8387,-74.9485
127249.0521,-74.9485
127742.2655,-74.9485
128235.4789,-74.9485
128728.6923,-74.9485
129221.9056,-74.9485
129715.119,-71.7485
130208.3324,-73.7485
130701.5458,-74.9485
131194.7592,-74.9485
131687.9725,-74.9485
132181.1859,-73.7485
132674.3993,-73.7485
133167.6127,-73.7485
133660.8261,-71.7485
134154.0394,-74.9485
134647.2528,-74.9485
135140.4662,-73.7485
135633.6796,-74.9485
136126.893,-74.9485
136620.1063,-74.9485
137113.3197,-74.9485
137606.5331,-74.9485
138099.7465,-74.9485
138592.9599,-73.7485
139086.1732,-73.7485
139579.3866,-73.7485
140072.6,-74.9485
140565.8134,-74.9485
141059.0268,-74.9485
141552.2401,-74.9485
142045.4535,-73.7485
142538.6669,-74.9485
143031.8803,-73.7485
143525.0937,-71.7485
144018.307,-74.9485
144511.5204,-73.7485
145004.7338,-74.9485
145497.9472,-74.9485
145991.1606,-74.9485
146484.3739,-74.9485
146977.5873,-74.9485
147470.8007,-74.9485
147964.0141,-74.9485
148457.2275,-74.9485
148950.4408,-74.9485
149443.6542,-73.7485
149936.8676,-74.9485
150430.081,-74.9485
150923.2944,-74.9485
151416.5077,-74.9485
151909.7211,-74.9485
152402.9345,-74.9485
152896.1479,-74.9485
153389.3613,-74.9485
153882.5746,-74.9485
154375.788,-74.9485
154869.0014,-73.7485
155362.2148,-74.9485
155855.4282,-74.9485
156348.6415,-74.9485
156841.8549,-74.9485
157335.0683,-74.9485
157828.2817,-74.9485
158321.4951,-74.9485
